week,record,n_wins,n_loses,team,year,n_ties,rank,Previous_Rank,Rank_change
17,12-4,12,4,Pittsburgh Steelers,2010,0,3,5,-2
16,11-4,11,4,Pittsburgh Steelers,2010,0,5,6,-1
15,10-4,10,4,Pittsburgh Steelers,2010,0,6,3,3
14,10-3,10,3,Pittsburgh Steelers,2010,0,3,3,0
13,9-3,9,3,Pittsburgh Steelers,2010,0,3,5,-2
12,8-3,8,3,Pittsburgh Steelers,2010,0,5,5,0
11,7-3,7,3,Pittsburgh Steelers,2010,0,5,5,0
10,6-3,6,3,Pittsburgh Steelers,2010,0,5,2,3
9,6-2,6,2,Pittsburgh Steelers,2010,0,2,3,-1
8,5-2,5,2,Pittsburgh Steelers,2010,0,3,1,2
7,5-1,5,1,Pittsburgh Steelers,2010,0,1,1,0
6,4-1,4,1,Pittsburgh Steelers,2010,0,1,1,0
5,3-1,3,1,Pittsburgh Steelers,2010,0,1,1,0
4,3-1,3,1,Pittsburgh Steelers,2010,0,1,1,0
3,3-0,3,0,Pittsburgh Steelers,2010,0,1,5,-4
2,2-0,2,0,Pittsburgh Steelers,2010,0,5,10,-5
1,1-0,1,0,Pittsburgh Steelers,2010,0,10,18,-8
0,9-7,9,7,Pittsburgh Steelers,2010,0,18,0,18
17,8-8,8,8,Pittsburgh Steelers,2012,0,17,18,-1
16,7-8,7,8,Pittsburgh Steelers,2012,0,18,16,2
15,7-7,7,7,Pittsburgh Steelers,2012,0,16,15,1
14,7-6,7,6,Pittsburgh Steelers,2012,0,15,13,2
13,7-5,7,5,Pittsburgh Steelers,2012,0,13,14,-1
12,6-5,6,5,Pittsburgh Steelers,2012,0,14,11,3
11,6-4,6,4,Pittsburgh Steelers,2012,0,11,9,2
10,6-3,6,3,Pittsburgh Steelers,2012,0,9,10,-1
9,5-3,5,3,Pittsburgh Steelers,2012,0,10,10,0
8,4-3,4,3,Pittsburgh Steelers,2012,0,10,10,0
7,3-3,3,3,Pittsburgh Steelers,2012,0,10,14,-4
6,2-3,2,3,Pittsburgh Steelers,2012,0,14,10,4
5,2-2,2,2,Pittsburgh Steelers,2012,0,10,16,-6
4,1-2,1,2,Pittsburgh Steelers,2012,0,16,16,0
3,1-2,1,2,Pittsburgh Steelers,2012,0,16,9,7
2,1-1,1,1,Pittsburgh Steelers,2012,0,9,11,-2
1,0-1,0,1,Pittsburgh Steelers,2012,0,11,8,3
0,12-4,12,4,Pittsburgh Steelers,2012,0,8,0,8
17,12-4,12,4,Pittsburgh Steelers,2011,0,6,6,0
16,11-4,11,4,Pittsburgh Steelers,2011,0,6,6,0
15,10-4,10,4,Pittsburgh Steelers,2011,0,6,4,2
14,10-3,10,3,Pittsburgh Steelers,2011,0,4,5,-1
13,9-3,9,3,Pittsburgh Steelers,2011,0,5,5,0
12,8-3,8,3,Pittsburgh Steelers,2011,0,5,4,1
11,7-3,7,3,Pittsburgh Steelers,2011,0,4,4,0
10,7-3,7,3,Pittsburgh Steelers,2011,0,4,5,-1
9,6-3,6,3,Pittsburgh Steelers,2011,0,5,3,2
8,6-2,6,2,Pittsburgh Steelers,2011,0,3,5,-2
7,5-2,5,2,Pittsburgh Steelers,2011,0,5,8,-3
6,4-2,4,2,Pittsburgh Steelers,2011,0,8,8,0
5,3-2,3,2,Pittsburgh Steelers,2011,0,8,13,-5
4,2-2,2,2,Pittsburgh Steelers,2011,0,13,10,3
3,2-1,2,1,Pittsburgh Steelers,2011,0,10,9,1
2,1-1,1,1,Pittsburgh Steelers,2011,0,9,8,1
1,0-1,0,1,Pittsburgh Steelers,2011,0,8,3,5
0,12-4,12,4,Pittsburgh Steelers,2011,0,3,0,3
17,8-8,8,8,Pittsburgh Steelers,2013,0,14,18,-4
16,7-8,7,8,Pittsburgh Steelers,2013,0,18,19,-1
15,6-8,6,8,Pittsburgh Steelers,2013,0,19,19,0
14,5-8,5,8,Pittsburgh Steelers,2013,0,19,18,1
13,5-7,5,7,Pittsburgh Steelers,2013,0,18,16,2
12,5-6,5,6,Pittsburgh Steelers,2013,0,16,19,-3
11,4-6,4,6,Pittsburgh Steelers,2013,0,19,24,-5
10,3-6,3,6,Pittsburgh Steelers,2013,0,24,27,-3
9,2-6,2,6,Pittsburgh Steelers,2013,0,27,27,0
8,2-5,2,5,Pittsburgh Steelers,2013,0,27,25,2
7,2-4,2,4,Pittsburgh Steelers,2013,0,25,27,-2
6,1-4,1,4,Pittsburgh Steelers,2013,0,27,29,-2
5,0-4,0,4,Pittsburgh Steelers,2013,0,29,29,0
4,0-4,0,4,Pittsburgh Steelers,2013,0,29,28,1
3,0-3,0,3,Pittsburgh Steelers,2013,0,28,25,3
2,0-2,0,2,Pittsburgh Steelers,2013,0,25,23,2
1,0-1,0,1,Pittsburgh Steelers,2013,0,23,16,7
0,8-8,8,8,Pittsburgh Steelers,2013,0,16,0,16
17,9-7,9,7,Pittsburgh Steelers,2009,0,13,12,1
16,8-7,8,7,Pittsburgh Steelers,2009,0,12,15,-3
15,7-7,7,7,Pittsburgh Steelers,2009,0,15,19,-4
14,6-7,6,7,Pittsburgh Steelers,2009,0,19,15,4
13,6-6,6,6,Pittsburgh Steelers,2009,0,15,12,3
12,6-5,6,5,Pittsburgh Steelers,2009,0,12,9,3
11,6-4,6,4,Pittsburgh Steelers,2009,0,9,6,3
10,6-3,6,3,Pittsburgh Steelers,2009,0,6,5,1
9,6-2,6,2,Pittsburgh Steelers,2009,0,5,7,-2
8,5-2,5,2,Pittsburgh Steelers,2009,0,7,7,0
7,5-2,5,2,Pittsburgh Steelers,2009,0,7,8,-1
6,4-2,4,2,Pittsburgh Steelers,2009,0,8,13,-5
5,3-2,3,2,Pittsburgh Steelers,2009,0,13,15,-2
4,2-2,2,2,Pittsburgh Steelers,2009,0,15,16,-1
3,1-2,1,2,Pittsburgh Steelers,2009,0,16,6,10
2,1-1,1,1,Pittsburgh Steelers,2009,0,6,1,5
1,1-0,1,0,Pittsburgh Steelers,2009,0,1,1,0
0,12-4,12,4,Pittsburgh Steelers,2009,0,1,0,1
17,11-5,11,5,Pittsburgh Steelers,2014,0,6,7,-1
16,10-5,10,5,Pittsburgh Steelers,2014,0,7,10,-3
15,9-5,9,5,Pittsburgh Steelers,2014,0,10,10,0
14,8-5,8,5,Pittsburgh Steelers,2014,0,10,16,-6
13,7-5,7,5,Pittsburgh Steelers,2014,0,16,14,2
12,7-4,7,4,Pittsburgh Steelers,2014,0,14,12,2
11,7-4,7,4,Pittsburgh Steelers,2014,0,12,14,-2
10,6-4,6,4,Pittsburgh Steelers,2014,0,14,7,7
9,6-3,6,3,Pittsburgh Steelers,2014,0,7,14,-7
8,5-3,5,3,Pittsburgh Steelers,2014,0,14,15,-1
7,4-3,4,3,Pittsburgh Steelers,2014,0,15,22,-7
6,3-3,3,3,Pittsburgh Steelers,2014,0,22,16,6
5,3-2,3,2,Pittsburgh Steelers,2014,0,16,18,-2
4,2-2,2,2,Pittsburgh Steelers,2014,0,18,11,7
3,2-1,2,1,Pittsburgh Steelers,2014,0,11,19,-8
2,1-1,1,1,Pittsburgh Steelers,2014,0,19,12,7
1,1-0,1,0,Pittsburgh Steelers,2014,0,12,13,-1
0,8-8,8,8,Pittsburgh Steelers,2014,0,13,0,13
17,10-6,10,6,Pittsburgh Steelers,2015,0,7,9,-2
16,9-6,9,6,Pittsburgh Steelers,2015,0,9,4,5
15,9-5,9,5,Pittsburgh Steelers,2015,0,4,6,-2
14,8-5,8,5,Pittsburgh Steelers,2015,0,6,8,-2
13,7-5,7,5,Pittsburgh Steelers,2015,0,8,9,-1
12,6-5,6,5,Pittsburgh Steelers,2015,0,9,9,0
11,6-4,6,4,Pittsburgh Steelers,2015,0,9,9,0
10,6-4,6,4,Pittsburgh Steelers,2015,0,9,9,0
9,5-4,5,4,Pittsburgh Steelers,2015,0,9,13,-4
8,4-4,4,4,Pittsburgh Steelers,2015,0,13,10,3
7,4-3,4,3,Pittsburgh Steelers,2015,0,10,10,0
6,4-2,4,2,Pittsburgh Steelers,2015,0,10,9,1
5,3-2,3,2,Pittsburgh Steelers,2015,0,9,10,-1
4,2-2,2,2,Pittsburgh Steelers,2015,0,10,8,2
3,2-1,2,1,Pittsburgh Steelers,2015,0,8,4,4
2,1-1,1,1,Pittsburgh Steelers,2015,0,4,13,-9
1,0-1,0,1,Pittsburgh Steelers,2015,0,13,7,6
0,11-5,11,5,Pittsburgh Steelers,2015,0,7,0,7
17,7-9,7,9,San Francisco 49ers,2006,0,23,24,-1
16,6-9,6,9,San Francisco 49ers,2006,0,24,20,4
15,6-8,6,8,San Francisco 49ers,2006,0,20,25,-5
14,5-8,5,8,San Francisco 49ers,2006,0,25,22,3
13,5-7,5,7,San Francisco 49ers,2006,0,22,20,2
12,5-6,5,6,San Francisco 49ers,2006,0,20,18,2
11,5-5,5,5,San Francisco 49ers,2006,0,18,22,-4
10,4-5,4,5,San Francisco 49ers,2006,0,22,23,-1
9,3-5,3,5,San Francisco 49ers,2006,0,23,29,-6
8,2-5,2,5,San Francisco 49ers,2006,0,29,25,4
7,2-4,2,4,San Francisco 49ers,2006,0,25,24,1
6,2-4,2,4,San Francisco 49ers,2006,0,24,22,2
5,2-3,2,3,San Francisco 49ers,2006,0,22,29,-7
4,1-3,1,3,San Francisco 49ers,2006,0,29,25,4
3,1-2,1,2,San Francisco 49ers,2006,0,25,25,0
2,1-1,1,1,San Francisco 49ers,2006,0,25,30,-5
1,0-1,0,1,San Francisco 49ers,2006,0,30,32,-2
0,4-12,4,12,San Francisco 49ers,2006,0,32,0,32
17,5-11,5,11,San Francisco 49ers,2007,0,26,25,1
16,5-10,5,10,San Francisco 49ers,2007,0,25,28,-3
15,4-10,4,10,San Francisco 49ers,2007,0,28,31,-3
14,3-10,3,10,San Francisco 49ers,2007,0,31,30,1
13,3-9,3,9,San Francisco 49ers,2007,0,30,28,2
12,3-8,3,8,San Francisco 49ers,2007,0,28,31,-3
11,2-8,2,8,San Francisco 49ers,2007,0,31,28,3
10,2-7,2,7,San Francisco 49ers,2007,0,28,29,-1
9,2-6,2,6,San Francisco 49ers,2007,0,29,28,1
8,2-5,2,5,San Francisco 49ers,2007,0,28,28,0
7,2-4,2,4,San Francisco 49ers,2007,0,28,24,4
6,2-3,2,3,San Francisco 49ers,2007,0,24,21,3
5,2-3,2,3,San Francisco 49ers,2007,0,21,19,2
4,2-2,2,2,San Francisco 49ers,2007,0,19,15,4
3,2-1,2,1,San Francisco 49ers,2007,0,15,10,5
2,2-0,2,0,San Francisco 49ers,2007,0,10,15,-5
1,1-0,1,0,San Francisco 49ers,2007,0,15,16,-1
0,7-9,7,9,San Francisco 49ers,2007,0,16,0,16
17,7-9,7,9,San Francisco 49ers,2008,0,20,23,-3
16,6-9,6,9,San Francisco 49ers,2008,0,23,24,-1
15,5-9,5,9,San Francisco 49ers,2008,0,24,24,0
14,5-8,5,8,San Francisco 49ers,2008,0,24,25,-1
13,4-8,4,8,San Francisco 49ers,2008,0,25,27,-2
12,3-8,3,8,San Francisco 49ers,2008,0,27,26,1
11,3-7,3,7,San Francisco 49ers,2008,0,26,26,0
10,2-7,2,7,San Francisco 49ers,2008,0,26,28,-2
9,2-6,2,6,San Francisco 49ers,2008,0,28,29,-1
8,2-6,2,6,San Francisco 49ers,2008,0,29,28,1
7,2-5,2,5,San Francisco 49ers,2008,0,28,25,3
6,2-4,2,4,San Francisco 49ers,2008,0,25,24,1
5,2-3,2,3,San Francisco 49ers,2008,0,24,22,2
4,2-2,2,2,San Francisco 49ers,2008,0,22,22,0
3,2-1,2,1,San Francisco 49ers,2008,0,22,25,-3
2,1-1,1,1,San Francisco 49ers,2008,0,25,27,-2
1,0-1,0,1,San Francisco 49ers,2008,0,27,29,-2
0,5-11,5,11,San Francisco 49ers,2008,0,29,0,29
17,8-8,8,8,San Francisco 49ers,2009,0,19,21,-2
16,7-8,7,8,San Francisco 49ers,2009,0,21,22,-1
15,6-8,6,8,San Francisco 49ers,2009,0,22,21,1
14,6-7,6,7,San Francisco 49ers,2009,0,21,23,-2
13,5-7,5,7,San Francisco 49ers,2009,0,23,20,3
12,5-6,5,6,San Francisco 49ers,2009,0,20,20,0
11,4-6,4,6,San Francisco 49ers,2009,0,20,19,1
10,4-5,4,5,San Francisco 49ers,2009,0,19,20,-1
9,3-5,3,5,San Francisco 49ers,2009,0,20,19,1
8,3-4,3,4,San Francisco 49ers,2009,0,19,20,-1
7,3-3,3,3,San Francisco 49ers,2009,0,20,15,5
6,3-2,3,2,San Francisco 49ers,2009,0,15,15,0
5,3-2,3,2,San Francisco 49ers,2009,0,15,12,3
4,3-1,3,1,San Francisco 49ers,2009,0,12,15,-3
3,2-1,2,1,San Francisco 49ers,2009,0,15,13,2
2,2-0,2,0,San Francisco 49ers,2009,0,13,18,-5
1,1-0,1,0,San Francisco 49ers,2009,0,18,22,-4
0,7-9,7,9,San Francisco 49ers,2009,0,22,0,22
17,6-10,6,10,San Francisco 49ers,2010,0,25,27,-2
16,5-10,5,10,San Francisco 49ers,2010,0,27,25,2
15,5-9,5,9,San Francisco 49ers,2010,0,25,23,2
14,5-8,5,8,San Francisco 49ers,2010,0,23,26,-3
13,4-8,4,8,San Francisco 49ers,2010,0,26,25,1
12,4-7,4,7,San Francisco 49ers,2010,0,25,26,-1
11,3-7,3,7,San Francisco 49ers,2010,0,26,25,1
10,3-6,3,6,San Francisco 49ers,2010,0,25,28,-3
9,2-6,2,6,San Francisco 49ers,2010,0,28,30,-2
8,2-6,2,6,San Francisco 49ers,2010,0,30,31,-1
7,1-6,1,6,San Francisco 49ers,2010,0,31,27,4
6,1-5,1,5,San Francisco 49ers,2010,0,27,30,-3
5,0-5,0,5,San Francisco 49ers,2010,0,30,28,2
4,0-4,0,4,San Francisco 49ers,2010,0,28,25,3
3,0-3,0,3,San Francisco 49ers,2010,0,25,23,2
2,0-2,0,2,San Francisco 49ers,2010,0,23,20,3
1,0-1,0,1,San Francisco 49ers,2010,0,20,13,7
0,8-8,8,8,San Francisco 49ers,2010,0,13,0,13
17,13-3,13,3,San Francisco 49ers,2011,0,3,3,0
16,12-3,12,3,San Francisco 49ers,2011,0,3,3,0
15,11-3,11,3,San Francisco 49ers,2011,0,3,6,-3
14,10-3,10,3,San Francisco 49ers,2011,0,6,3,3
13,10-2,10,2,San Francisco 49ers,2011,0,3,3,0
12,9-2,9,2,San Francisco 49ers,2011,0,3,2,1
11,9-1,9,1,San Francisco 49ers,2011,0,2,2,0
10,8-1,8,1,San Francisco 49ers,2011,0,2,2,0
9,7-1,7,1,San Francisco 49ers,2011,0,2,2,0
8,6-1,6,1,San Francisco 49ers,2011,0,2,4,-2
7,5-1,5,1,San Francisco 49ers,2011,0,4,4,0
6,5-1,5,1,San Francisco 49ers,2011,0,4,9,-5
5,4-1,4,1,San Francisco 49ers,2011,0,9,16,-7
4,3-1,3,1,San Francisco 49ers,2011,0,16,20,-4
3,2-1,2,1,San Francisco 49ers,2011,0,20,23,-3
2,1-1,1,1,San Francisco 49ers,2011,0,23,22,1
1,1-0,1,0,San Francisco 49ers,2011,0,22,26,-4
0,6-10,6,10,San Francisco 49ers,2011,0,26,0,26
17,11-4,11,4,San Francisco 49ers,2012,0,3,3,0
16,10-4,10,4,San Francisco 49ers,2012,0,3,1,2
15,10-3,10,3,San Francisco 49ers,2012,0,1,4,-3
14,9-3,9,3,San Francisco 49ers,2012,0,4,4,0
13,8-3,8,3,San Francisco 49ers,2012,0,4,3,1
12,8-2,8,2,San Francisco 49ers,2012,0,3,3,0
11,7-2,7,2,San Francisco 49ers,2012,0,3,4,-1
10,6-2,6,2,San Francisco 49ers,2012,0,4,4,0
9,6-2,6,2,San Francisco 49ers,2012,0,4,4,0
8,6-2,6,2,San Francisco 49ers,2012,0,4,4,0
7,5-2,5,2,San Francisco 49ers,2012,0,4,5,-1
6,4-2,4,2,San Francisco 49ers,2012,0,5,3,2
5,4-1,4,1,San Francisco 49ers,2012,0,3,4,-1
4,3-1,3,1,San Francisco 49ers,2012,0,4,4,0
3,2-1,2,1,San Francisco 49ers,2012,0,4,1,3
2,2-0,2,0,San Francisco 49ers,2012,0,1,2,-1
1,1-0,1,0,San Francisco 49ers,2012,0,2,4,-2
0,13-3,13,3,San Francisco 49ers,2012,0,4,0,4
17,12-4,12,4,San Francisco 49ers,2013,0,4,4,0
16,11-4,11,4,San Francisco 49ers,2013,0,4,3,1
15,10-4,10,4,San Francisco 49ers,2013,0,3,5,-2
14,9-4,9,4,San Francisco 49ers,2013,0,5,6,-1
13,8-4,8,4,San Francisco 49ers,2013,0,6,7,-1
12,7-4,7,4,San Francisco 49ers,2013,0,7,9,-2
11,6-4,6,4,San Francisco 49ers,2013,0,9,8,1
10,6-3,6,3,San Francisco 49ers,2013,0,8,5,3
9,6-2,6,2,San Francisco 49ers,2013,0,5,6,-1
8,6-2,6,2,San Francisco 49ers,2013,0,6,6,0
7,5-2,5,2,San Francisco 49ers,2013,0,6,7,-1
6,4-2,4,2,San Francisco 49ers,2013,0,7,7,0
5,3-2,3,2,San Francisco 49ers,2013,0,7,8,-1
4,2-2,2,2,San Francisco 49ers,2013,0,8,10,-2
3,1-2,1,2,San Francisco 49ers,2013,0,10,3,7
2,1-1,1,1,San Francisco 49ers,2013,0,3,1,2
1,1-0,1,0,San Francisco 49ers,2013,0,1,3,-2
0,11-4,11,4,San Francisco 49ers,2013,0,3,0,3
17,8-8,8,8,San Francisco 49ers,2014,0,18,18,0
16,7-8,7,8,San Francisco 49ers,2014,0,18,17,1
15,7-7,7,7,San Francisco 49ers,2014,0,17,16,1
14,7-6,7,6,San Francisco 49ers,2014,0,16,12,4
13,7-5,7,5,San Francisco 49ers,2014,0,12,9,3
12,7-4,7,4,San Francisco 49ers,2014,0,9,10,-1
11,6-4,6,4,San Francisco 49ers,2014,0,10,12,-2
10,5-4,5,4,San Francisco 49ers,2014,0,12,16,-4
9,4-4,4,4,San Francisco 49ers,2014,0,16,11,5
8,4-3,4,3,San Francisco 49ers,2014,0,11,12,-1
7,4-3,4,3,San Francisco 49ers,2014,0,12,7,5
6,4-2,4,2,San Francisco 49ers,2014,0,7,7,0
5,3-2,3,2,San Francisco 49ers,2014,0,7,9,-2
4,2-2,2,2,San Francisco 49ers,2014,0,9,16,-7
3,1-2,1,2,San Francisco 49ers,2014,0,16,7,9
2,1-1,1,1,San Francisco 49ers,2014,0,7,3,4
1,1-0,1,0,San Francisco 49ers,2014,0,3,4,-1
0,12-4,12,4,San Francisco 49ers,2014,0,4,0,4
17,5-11,5,11,San Francisco 49ers,2015,0,29,31,-2
16,4-11,4,11,San Francisco 49ers,2015,0,31,30,1
15,4-10,4,10,San Francisco 49ers,2015,0,30,31,-1
14,4-9,4,9,San Francisco 49ers,2015,0,31,26,5
13,4-8,4,8,San Francisco 49ers,2015,0,26,31,-5
12,3-8,3,8,San Francisco 49ers,2015,0,31,29,2
11,3-7,3,7,San Francisco 49ers,2015,0,29,31,-2
10,3-6,3,6,San Francisco 49ers,2015,0,31,30,1
9,3-6,3,6,San Francisco 49ers,2015,0,30,31,-1
8,2-6,2,6,San Francisco 49ers,2015,0,31,27,4
7,2-5,2,5,San Francisco 49ers,2015,0,27,19,8
6,2-4,2,4,San Francisco 49ers,2015,0,19,25,-6
5,1-4,1,4,San Francisco 49ers,2015,0,25,27,-2
4,1-3,1,3,San Francisco 49ers,2015,0,27,28,-1
3,1-2,1,2,San Francisco 49ers,2015,0,28,20,8
2,1-1,1,1,San Francisco 49ers,2015,0,20,19,1
1,1-0,1,0,San Francisco 49ers,2015,0,19,24,-5
0,8-8,8,8,San Francisco 49ers,2015,0,24,0,24
17,9-7,9,7,Seattle Seahawks,2006,0,9,15,-6
16,8-7,8,7,Seattle Seahawks,2006,0,15,15,0
15,8-6,8,6,Seattle Seahawks,2006,0,15,10,5
14,8-5,8,5,Seattle Seahawks,2006,0,10,9,1
13,8-4,8,4,Seattle Seahawks,2006,0,9,8,1
12,7-4,7,4,Seattle Seahawks,2006,0,8,11,-3
11,6-4,6,4,Seattle Seahawks,2006,0,11,7,4
10,6-3,6,3,Seattle Seahawks,2006,0,7,12,-5
9,5-3,5,3,Seattle Seahawks,2006,0,12,13,-1
8,4-3,4,3,Seattle Seahawks,2006,0,13,11,2
7,4-2,4,2,Seattle Seahawks,2006,0,11,5,6
6,4-1,4,1,Seattle Seahawks,2006,0,5,8,-3
5,3-1,3,1,Seattle Seahawks,2006,0,8,6,2
4,3-1,3,1,Seattle Seahawks,2006,0,6,3,3
3,3-0,3,0,Seattle Seahawks,2006,0,3,2,1
2,2-0,2,0,Seattle Seahawks,2006,0,2,3,-1
1,1-0,1,0,Seattle Seahawks,2006,0,3,1,2
0,13-3,13,3,Seattle Seahawks,2006,0,1,0,1
17,10-6,10,6,Seattle Seahawks,2007,0,7,7,0
16,10-5,10,5,Seattle Seahawks,2007,0,7,10,-3
15,9-5,9,5,Seattle Seahawks,2007,0,10,6,4
14,9-4,9,4,Seattle Seahawks,2007,0,6,7,-1
13,8-4,8,4,Seattle Seahawks,2007,0,7,8,-1
12,7-4,7,4,Seattle Seahawks,2007,0,8,9,-1
11,6-4,6,4,Seattle Seahawks,2007,0,9,13,-4
10,5-4,5,4,Seattle Seahawks,2007,0,13,16,-3
9,4-4,4,4,Seattle Seahawks,2007,0,16,12,4
8,4-3,4,3,Seattle Seahawks,2007,0,12,15,-3
7,4-3,4,3,Seattle Seahawks,2007,0,15,14,1
6,3-3,3,3,Seattle Seahawks,2007,0,14,10,4
5,3-2,3,2,Seattle Seahawks,2007,0,10,5,5
4,3-1,3,1,Seattle Seahawks,2007,0,5,7,-2
3,2-1,2,1,Seattle Seahawks,2007,0,7,9,-2
2,1-1,1,1,Seattle Seahawks,2007,0,9,8,1
1,1-0,1,0,Seattle Seahawks,2007,0,8,10,-2
0,9-7,9,7,Seattle Seahawks,2007,0,10,0,10
17,4-12,4,12,Seattle Seahawks,2008,0,28,26,2
16,4-11,4,11,Seattle Seahawks,2008,0,26,27,-1
15,3-11,3,11,Seattle Seahawks,2008,0,27,28,-1
14,2-11,2,11,Seattle Seahawks,2008,0,28,29,-1
13,2-10,2,10,Seattle Seahawks,2008,0,29,28,1
12,2-9,2,9,Seattle Seahawks,2008,0,28,27,1
11,2-8,2,8,Seattle Seahawks,2008,0,27,27,0
10,2-7,2,7,Seattle Seahawks,2008,0,27,27,0
9,2-6,2,6,Seattle Seahawks,2008,0,27,27,0
8,2-5,2,5,Seattle Seahawks,2008,0,27,29,-2
7,1-5,1,5,Seattle Seahawks,2008,0,29,27,2
6,1-4,1,4,Seattle Seahawks,2008,0,27,26,1
5,1-3,1,3,Seattle Seahawks,2008,0,26,23,3
4,1-2,1,2,Seattle Seahawks,2008,0,23,23,0
3,1-2,1,2,Seattle Seahawks,2008,0,23,23,0
2,0-2,0,2,Seattle Seahawks,2008,0,23,18,5
1,0-1,0,1,Seattle Seahawks,2008,0,18,9,9
0,10-6,10,6,Seattle Seahawks,2008,0,9,0,9
17,7-9,7,9,Seattle Seahawks,2010,0,19,26,-7
16,6-9,6,9,Seattle Seahawks,2010,0,26,23,3
15,6-8,6,8,Seattle Seahawks,2010,0,23,24,-1
14,6-7,6,7,Seattle Seahawks,2010,0,24,20,4
13,6-6,6,6,Seattle Seahawks,2010,0,20,22,-2
12,5-6,5,6,Seattle Seahawks,2010,0,22,21,1
11,5-5,5,5,Seattle Seahawks,2010,0,21,20,1
10,5-4,5,4,Seattle Seahawks,2010,0,20,24,-4
9,4-4,4,4,Seattle Seahawks,2010,0,24,20,4
8,4-3,4,3,Seattle Seahawks,2010,0,20,17,3
7,4-2,4,2,Seattle Seahawks,2010,0,17,23,-6
6,3-2,3,2,Seattle Seahawks,2010,0,23,27,-4
5,2-2,2,2,Seattle Seahawks,2010,0,27,26,1
4,2-2,2,2,Seattle Seahawks,2010,0,26,19,7
3,2-1,2,1,Seattle Seahawks,2010,0,19,26,-7
2,1-1,1,1,Seattle Seahawks,2010,0,26,21,5
1,1-0,1,0,Seattle Seahawks,2010,0,21,26,-5
0,5-11,5,11,Seattle Seahawks,2010,0,26,0,26
17,5-11,5,11,Seattle Seahawks,2009,0,27,26,1
16,5-10,5,10,Seattle Seahawks,2009,0,26,24,2
15,5-9,5,9,Seattle Seahawks,2009,0,24,24,0
14,5-8,5,8,Seattle Seahawks,2009,0,24,21,3
13,5-7,5,7,Seattle Seahawks,2009,0,21,25,-4
12,4-7,4,7,Seattle Seahawks,2009,0,25,25,0
11,3-7,3,7,Seattle Seahawks,2009,0,25,25,0
10,3-6,3,6,Seattle Seahawks,2009,0,25,25,0
9,3-5,3,5,Seattle Seahawks,2009,0,25,24,1
8,2-5,2,5,Seattle Seahawks,2009,0,24,23,1
7,2-4,2,4,Seattle Seahawks,2009,0,23,23,0
6,2-4,2,4,Seattle Seahawks,2009,0,23,20,3
5,2-3,2,3,Seattle Seahawks,2009,0,20,24,-4
4,1-3,1,3,Seattle Seahawks,2009,0,24,23,1
3,1-2,1,2,Seattle Seahawks,2009,0,23,22,1
2,1-1,1,1,Seattle Seahawks,2009,0,22,14,8
1,1-0,1,0,Seattle Seahawks,2009,0,14,15,-1
0,4-12,4,12,Seattle Seahawks,2009,0,15,0,15
17,13-3,13,3,Seattle Seahawks,2013,0,1,1,0
16,12-3,12,3,Seattle Seahawks,2013,0,1,1,0
15,12-2,12,2,Seattle Seahawks,2013,0,1,1,0
14,11-2,11,2,Seattle Seahawks,2013,0,1,1,0
13,11-1,11,1,Seattle Seahawks,2013,0,1,1,0
12,10-1,10,1,Seattle Seahawks,2013,0,1,2,-1
11,10-1,10,1,Seattle Seahawks,2013,0,2,3,-1
10,9-1,9,1,Seattle Seahawks,2013,0,3,4,-1
9,8-1,8,1,Seattle Seahawks,2013,0,4,4,0
8,7-1,7,1,Seattle Seahawks,2013,0,4,4,0
7,6-1,6,1,Seattle Seahawks,2013,0,4,4,0
6,5-1,5,1,Seattle Seahawks,2013,0,4,5,-1
5,4-1,4,1,Seattle Seahawks,2013,0,5,2,3
4,4-0,4,0,Seattle Seahawks,2013,0,2,1,1
3,3-0,3,0,Seattle Seahawks,2013,0,1,1,0
2,2-0,2,0,Seattle Seahawks,2013,0,1,2,-1
1,1-0,1,0,Seattle Seahawks,2013,0,2,1,1
0,11-5,11,5,Seattle Seahawks,2013,0,1,0,1
17,11-5,11,5,Seattle Seahawks,2012,0,5,6,-1
16,10-5,10,5,Seattle Seahawks,2012,0,6,7,-1
15,9-5,9,5,Seattle Seahawks,2012,0,7,10,-3
14,8-5,8,5,Seattle Seahawks,2012,0,10,12,-2
13,7-5,7,5,Seattle Seahawks,2012,0,12,13,-1
12,6-5,6,5,Seattle Seahawks,2012,0,13,12,1
11,6-4,6,4,Seattle Seahawks,2012,0,12,12,0
10,6-4,6,4,Seattle Seahawks,2012,0,12,12,0
9,5-4,5,4,Seattle Seahawks,2012,0,12,13,-1
8,4-4,4,4,Seattle Seahawks,2012,0,13,11,2
7,4-3,4,3,Seattle Seahawks,2012,0,11,9,2
6,4-2,4,2,Seattle Seahawks,2012,0,9,16,-7
5,3-2,3,2,Seattle Seahawks,2012,0,16,17,-1
4,2-2,2,2,Seattle Seahawks,2012,0,17,10,7
3,2-1,2,1,Seattle Seahawks,2012,0,10,17,-7
2,1-1,1,1,Seattle Seahawks,2012,0,17,26,-9
1,0-1,0,1,Seattle Seahawks,2012,0,26,20,6
0,7-9,7,9,Seattle Seahawks,2012,0,20,0,20
17,12-4,12,4,Seattle Seahawks,2014,0,1,2,-1
16,11-4,11,4,Seattle Seahawks,2014,0,2,3,-1
15,10-4,10,4,Seattle Seahawks,2014,0,3,4,-1
14,9-4,9,4,Seattle Seahawks,2014,0,4,5,-1
